index,title,price,size,brand,ships_from,sold_by
0,"Enfamil Enspire Optimum Baby Formula, with Immune-Supporting Lactoferrin, Our Closest Formula to Breast Milk, Brain Building DHA, Dual Prebiotics, Infant Formula Powder, Baby Milk, 20.5 Oz, Pack of 4",187.16,"20.5 oz Tub, Pack of 4",Enfamil,Amazon.com,Amazon.com
